date,value
2024-04-23,56976.89
2024-04-24,57083.95
2024-04-25,54814.50
2024-04-26,55727.75
2024-04-27,55727.75
2024-04-28,55727.75
2024-04-29,55731.80
2024-04-30,55014.49
2024-05-01,55945.90
2024-05-02,56664.18
2024-05-03,57324.65
2024-05-04,57324.65
2024-05-05,57324.65
2024-05-06,58264.26
2024-05-07,58357.56
2024-05-08,58670.89
2024-05-09,58984.60
2024-05-10,58472.82
2024-05-11,58472.82
2024-05-12,58472.82
2024-05-13,58416.52
2024-05-14,59051.20
2024-05-15,59492.31
2024-05-16,59171.22
2024-05-17,59269.61
2024-05-18,59269.61
2024-05-19,59269.61
2024-05-20,59454.05
2024-05-21,59289.58
2024-05-22,58690.03
2024-05-23,58017.87
2024-05-24,59166.31
2024-05-25,59166.31
2024-05-26,59166.31
2024-05-27,59166.31
2024-05-28,59492.37
2024-05-29,59004.42
2024-05-30,58770.00
2024-05-31,58750.23
2024-06-01,58750.23
2024-06-02,58750.23
2024-06-03,59324.16
2024-06-04,59134.11
2024-06-05,60474.18
2024-06-06,60985.54
2024-06-07,60698.19
2024-06-08,60698.19
2024-06-09,60698.19
2024-06-10,61138.82
2024-06-11,61111.79
2024-06-12,61386.24
2024-06-13,60657.63
2024-06-14,60080.64
2024-06-15,60080.64
2024-06-16,60080.64
2024-06-17,60537.43
2024-06-18,59804.17
2024-06-19,59804.17
2024-06-20,59932.89
2024-06-21,59835.58
2024-06-22,59835.58
2024-06-23,59835.58
2024-06-24,59666.16
2024-06-25,60563.58
2024-06-26,60954.49
2024-06-27,61560.79
2024-06-28,60537.17
2024-06-29,60537.17
2024-06-30,60537.17
2024-07-01,60674.11
2024-07-02,61071.33
2024-07-03,61478.09
2024-07-04,61478.09
2024-07-05,63238.67
2024-07-06,63238.67
2024-07-07,63238.67
2024-07-08,62752.03
2024-07-09,62814.67
2024-07-10,63066.80
2024-07-11,61687.58
2024-07-12,61335.69
2024-07-13,61335.69
2024-07-14,61335.69
2024-07-15,61224.92
2024-07-16,61454.31
2024-07-17,59574.33
2024-07-18,59645.85
2024-07-19,59049.95
2024-07-20,59049.95
2024-07-21,59049.95
2024-07-22,60131.61
2024-07-23,60028.61
2024-07-24,57087.71
2024-07-25,56606.88
2024-07-26,57580.63
2024-07-27,57580.63
2024-07-28,57580.63
2024-07-29,58095.86
2024-07-30,58238.38
2024-07-31,58876.09
2024-08-01,59078.12
2024-08-02,56562.48
2024-08-03,56562.48
2024-08-04,56562.48
2024-08-05,54906.64
2024-08-06,56354.77
2024-08-07,55919.31
2024-08-08,57765.40
2024-08-09,58177.26
2024-08-10,58177.26
2024-08-11,58177.26
2024-08-12,57577.56
2024-08-13,59211.09
2024-08-14,58672.51
2024-08-15,59758.28
2024-08-16,59454.48
2024-08-17,59454.48
2024-08-18,59454.48
2024-08-19,60104.08
2024-08-20,60085.20
2024-08-21,60819.77
2024-08-22,60039.92
2024-08-23,60427.10
2024-08-24,60427.10
2024-08-25,60427.10
2024-08-26,59861.08
2024-08-27,59551.61
2024-08-28,59020.88
2024-08-29,59540.01
2024-08-30,60163.47
2024-08-31,60163.47
2024-09-01,60163.47
2024-09-02,60163.47
2024-09-03,58963.33
2024-09-04,59069.33
2024-09-05,58623.86
2024-09-06,56431.05
2024-09-07,56431.05
2024-09-08,56431.05
2024-09-09,56895.34
2024-09-10,57112.71
2024-09-11,57942.39
2024-09-12,58909.42
2024-09-13,59192.37
2024-09-14,59192.37
2024-09-15,59192.37
2024-09-16,59586.96
2024-09-17,60096.75
2024-09-18,60249.58
2024-09-19,62556.99
2024-09-20,62453.25
2024-09-21,62453.25
2024-09-22,62453.25
2024-09-23,63119.68
2024-09-24,63467.42
2024-09-25,63639.39
2024-09-26,64125.24
2024-09-27,63965.33
2024-09-28,63965.33
2024-09-29,63965.33
2024-09-30,64232.71
2024-10-01,64124.80
2024-10-02,63845.67
2024-10-03,63888.00
2024-10-04,65322.45
2024-10-05,65322.45
2024-10-06,65322.45
2024-10-07,64217.71
2024-10-08,64872.84
2024-10-09,64795.04
2024-10-10,64213.78
2024-10-11,64379.70
2024-10-12,64379.70
2024-10-13,64379.70
2024-10-14,64402.37
2024-10-15,64253.64
2024-10-16,64088.52
2024-10-17,63894.79
2024-10-18,64088.86
2024-10-19,64088.86
2024-10-20,64088.86
2024-10-21,63780.20
2024-10-22,63967.92
2024-10-23,62584.51
2024-10-24,63962.93
2024-10-25,64771.82
2024-10-26,64771.82
2024-10-27,64771.82
2024-10-28,65165.12
2024-10-29,65842.30
2024-10-30,65640.25
2024-10-31,63975.93
2024-11-01,64068.69
2024-11-02,64068.69
2024-11-03,64068.69
2024-11-04,63615.30
2024-11-05,64872.52
2024-11-06,66584.22
2024-11-07,67884.35
2024-11-08,67881.38
2024-11-09,67881.38
2024-11-10,67881.38
2024-11-11,69004.88
2024-11-12,68610.32
2024-11-13,68579.80
2024-11-14,67491.43
2024-11-15,66001.93
2024-11-16,66001.93
2024-11-17,66001.93
2024-11-18,66659.18
2024-11-19,67263.97
2024-11-20,67489.15
2024-11-21,67312.73
2024-11-22,67699.50
2024-11-23,67699.50
2024-11-24,67699.50
2024-11-25,68413.98
2024-11-26,68894.37
2024-11-27,68362.43
2024-11-28,68362.43
2024-11-29,69010.39
2024-11-30,69010.39
2024-12-01,69010.39
2024-12-02,70305.72
2024-12-03,71126.90
2024-12-04,72278.50
2024-12-05,72107.55
2024-12-06,73654.89
2024-12-07,73654.89
2024-12-08,73654.89
2024-12-09,73355.32
2024-12-10,73739.86
2024-12-11,75641.09
2024-12-12,75091.74
2024-12-13,74822.88
2024-12-14,74822.88
2024-12-15,74822.88
2024-12-16,75995.31
2024-12-17,76091.87
2024-12-18,72485.63
2024-12-19,72588.75
2024-12-20,71897.68
2024-12-21,71897.68
2024-12-22,71897.68
2024-12-23,72830.74
2024-12-24,74370.15
2024-12-25,74370.15
2024-12-26,74046.83
2024-12-27,72893.30
2024-12-28,72893.30
2024-12-29,72893.30
2024-12-30,71787.80
2024-12-31,71088.90
2025-01-01,71088.90
2025-01-02,71485.27
2025-01-03,72974.63
2025-01-04,72974.63
2025-01-05,72974.63
2025-01-06,74738.33
2025-01-07,73311.20
2025-01-08,72865.15
2025-01-09,72865.15
2025-01-10,72232.62
2025-01-11,72232.62
2025-01-12,72232.62
2025-01-13,72213.18
2025-01-14,72152.36
2025-01-15,74738.22
2025-01-16,73870.95
2025-01-17,74867.21
2025-01-18,74867.21
2025-01-19,74867.21
2025-01-20,74867.21
2025-01-21,75360.25
2025-01-22,75600.31
2025-01-23,76300.11
2025-01-24,76604.76
2025-01-25,76604.76
2025-01-26,76604.76
2025-01-27,76962.12
2025-01-28,77735.94
2025-01-29,77736.98
2025-01-30,78591.58
2025-01-31,78688.85
2025-02-01,78688.85
2025-02-02,78688.85
2025-02-03,78504.19
2025-02-04,78268.92
2025-02-05,77590.73
2025-02-06,77536.45
2025-02-07,77105.67
2025-02-08,77105.67
2025-02-09,77105.67
2025-02-10,77394.75
2025-02-11,76764.85
2025-02-12,77027.32
2025-02-13,78365.52
2025-02-14,78857.59
2025-02-15,78857.59
2025-02-16,78857.59
2025-02-17,78857.59
2025-02-18,78160.67
2025-02-19,77462.13
2025-02-20,76647.20
2025-02-21,74435.28
2025-02-22,74435.28
2025-02-23,74435.28
2025-02-24,73278.49
2025-02-25,71961.33
2025-02-26,72423.65
2025-02-27,71105.35
2025-02-28,72201.21
2025-03-01,72201.21
2025-03-02,72201.21
2025-03-03,70499.79
2025-03-04,69399.69
2025-03-05,71090.75
2025-03-06,68399.47
2025-03-07,68608.39
2025-03-08,68608.39
2025-03-09,68608.39
2025-03-10,65244.61
2025-03-11,65766.99
2025-03-12,67100.20
2025-03-13,64522.28
2025-03-14,66374.37
2025-03-15,66374.37
2025-03-16,66374.37
2025-03-17,66113.01
2025-03-18,64242.78
2025-03-19,65080.88
2025-03-20,64913.53
2025-03-21,65827.45
2025-03-22,65827.45
2025-03-23,65827.45
2025-03-24,68280.32
2025-03-25,69005.18
2025-03-26,67269.72
2025-03-27,66673.58
2025-03-28,64015.54
2025-03-29,64015.54
2025-03-30,64015.54
2025-03-31,63653.12
2025-04-01,64649.74
2025-04-02,65278.18
2025-04-03,60229.31
2025-04-04,56937.90
2025-04-05,56937.90
2025-04-06,56937.90
2025-04-07,57210.58
2025-04-08,56202.51
2025-04-09,63846.32
2025-04-10,60106.50
2025-04-11,60476.44
2025-04-12,60476.44
2025-04-13,60476.44
2025-04-14,59939.96
2025-04-15,59386.57
2025-04-16,57496.66
2025-04-17,57503.57
2025-04-18,57503.57
2025-04-19,57503.57
2025-04-20,57503.57
2025-04-21,56015.97
2025-04-22,57773.46
2025-04-23,59358.06
2025-04-24,60957.25
2025-04-25,62397.37
2025-04-26,62397.37
2025-04-27,62397.37
2025-04-28,62484.07
2025-04-29,62970.32
2025-04-30,62268.47
2025-05-01,63569.39
2025-05-02,65394.72
2025-05-03,65394.72
2025-05-04,65394.72
2025-05-05,65418.01
2025-05-06,64591.27
2025-05-07,65486.17
2025-05-08,66432.71
2025-05-09,66588.53
2025-05-10,66588.53
2025-05-11,66588.53
2025-05-12,70894.16
2025-05-13,72196.00
2025-05-14,72788.12
2025-05-15,71491.05
2025-05-16,71668.27
2025-05-17,71668.27
2025-05-18,71668.27
2025-05-19,71514.89
2025-05-20,71261.05
2025-05-21,70600.49
2025-05-22,70894.29
2025-05-23,69920.62
2025-05-24,69920.62
2025-05-25,69920.62
2025-05-26,69920.62
2025-05-27,71946.72
2025-05-28,71741.46
2025-05-29,71729.18
2025-05-30,71477.31
2025-05-31,71477.31
2025-06-01,71477.31
2025-06-02,73176.22
2025-06-03,73161.54
2025-06-04,74295.04
2025-06-05,73473.64
2025-06-06,74582.27
2025-06-07,74582.27
2025-06-08,74582.27
2025-06-09,74936.83
2025-06-10,75944.23
2025-06-11,75302.49
2025-06-12,74994.88
2025-06-13,73953.39
2025-06-14,73953.39
2025-06-15,73953.39
2025-06-16,75994.37
2025-06-17,75280.54
2025-06-18,74821.03
2025-06-19,74821.03
2025-06-20,73968.00
2025-06-21,73968.00
2025-06-22,73968.00
2025-06-23,75087.52
2025-06-24,76396.91
2025-06-25,75969.54
2025-06-26,77026.55
2025-06-27,78070.16
2025-06-28,78070.16
2025-06-29,78070.16
2025-06-30,78037.27
2025-07-01,77062.97
2025-07-02,77689.82
2025-07-03,78225.09
2025-07-04,78225.09
2025-07-05,78225.09
2025-07-06,78225.09
2025-07-07,77339.52
2025-07-08,77236.96
2025-07-09,77896.38
2025-07-10,78001.78
2025-07-11,77194.48
2025-07-12,77194.48
2025-07-13,77194.48
2025-07-14,77808.72
2025-07-15,77237.60
2025-07-16,77034.32
2025-07-17,77402.76
2025-07-18,78240.55
2025-07-19,78240.55
2025-07-20,78240.55
2025-07-21,79089.29
2025-07-22,79037.11
2025-07-23,79732.48
2025-07-24,79595.93
2025-07-25,79799.69
2025-07-26,79799.69
2025-07-27,79799.69
2025-07-28,80413.92
2025-07-29,78949.44
2025-07-30,78369.29
2025-07-31,81422.44
2025-08-01,78924.48
2025-08-02,78924.48
2025-08-03,78924.48
2025-08-04,80791.17
2025-08-05,80195.17
2025-08-06,81369.70
2025-08-07,80983.59
2025-08-08,80956.61
2025-08-09,80956.61
2025-08-10,80956.61
2025-08-11,80614.38
2025-08-12,82368.79
2025-08-13,82698.31
2025-08-14,82678.59
2025-08-15,82799.91
2025-08-16,82799.91
2025-08-17,82799.91
2025-08-18,82150.19
2025-08-19,80933.73
2025-08-20,80214.40
2025-08-21,79631.44
2025-08-22,82073.69
2025-08-23,82073.69
2025-08-24,82073.69
2025-08-25,81975.45
2025-08-26,82367.71
2025-08-27,82135.45
2025-08-28,82604.49
2025-08-29,81940.63
2025-08-30,81940.63
2025-08-31,81940.63
2025-09-01,81940.63
2025-09-02,81494.44
2025-09-03,82755.96
2025-09-04,83633.99
2025-09-05,83947.34
2025-09-06,83947.34
2025-09-07,83947.34
2025-09-08,84123.78
2025-09-09,85561.03
2025-09-10,84199.40
2025-09-11,84818.67
2025-09-12,85215.15
2025-09-13,85215.15
2025-09-14,85215.15
2025-09-15,86682.91
2025-09-16,87215.71
2025-09-17,87104.90
2025-09-18,87324.99
2025-09-19,87366.40
2025-09-20,87366.40
2025-09-21,87366.40
2025-09-22,86677.91
2025-09-23,86007.44
2025-09-24,85883.05
2025-09-25,84819.19
2025-09-26,84860.15
2025-09-27,84860.15
2025-09-28,84860.15
2025-09-29,85242.25
2025-09-30,84392.79
2025-10-01,83633.23
2025-10-02,83809.33
2025-10-03,82766.08
2025-10-04,82766.08
2025-10-05,82766.08
2025-10-06,84190.87
2025-10-07,83833.16
2025-10-08,84855.40
2025-10-09,85311.34
2025-10-10,82193.85
2025-10-11,82193.85
2025-10-12,82193.85
2025-10-13,83315.99
2025-10-14,83288.30
2025-10-15,84440.93
2025-10-16,83719.57
2025-10-17,84451.32
2025-10-18,84451.32
2025-10-19,84451.32
2025-10-20,86660.76
2025-10-21,86849.04
2025-10-22,86169.31
2025-10-23,86868.89
2025-10-24,87894.31
2025-10-25,87894.31
2025-10-26,87894.31
2025-10-27,89640.95
2025-10-28,89649.02
2025-10-29,89963.05
2025-10-30,86212.91
2025-10-31,86809.81
2025-11-01,86809.81
2025-11-02,86809.81
2025-11-03,86819.63
2025-11-04,85029.77
2025-11-05,85903.47
2025-11-06,83831.41
2025-11-07,84047.79
2025-11-08,84047.79
2025-11-09,84047.79
2025-11-10,85643.29
2025-11-11,85690.29
2025-11-12,84860.11
2025-11-13,83873.00
2025-11-14,83282.37
2025-11-15,83282.37
2025-11-16,83282.37
2025-11-17,83065.84
2025-11-18,82048.34
2025-11-19,81697.89
2025-11-20,80366.20
2025-11-21,81901.85
2025-11-22,81901.85
2025-11-23,81901.85
2025-11-24,84376.66
2025-11-25,86229.63
2025-11-26,86326.89
2025-11-27,86326.89
2025-11-28,87548.99
2025-11-29,87548.99
2025-11-30,87548.99
2025-12-01,86994.26
2025-12-02,87558.71
2025-12-03,87479.69
2025-12-04,88348.95
2025-12-05,89217.21
2025-12-06,89217.21
2025-12-07,89217.21
2025-12-08,88776.18
2025-12-09,88606.99
2025-12-10,88967.62
2025-12-11,88739.02
2025-12-12,87835.61
2025-12-13,87835.61
2025-12-14,87835.61
2025-12-15,87465.74
2025-12-16,87988.38
2025-12-17,86948.32
2025-12-18,88411.97
2025-12-19,88813.65
2025-12-20,88813.65
2025-12-21,88813.65
2025-12-22,89948.62
2025-12-23,90492.06
2025-12-24,90994.37
2025-12-25,90994.37
2025-12-26,91767.78
2025-12-27,91767.78
2025-12-28,91767.78
2025-12-29,93988.28
2025-12-30,94206.81
2025-12-31,94642.76
2026-01-01,94642.76
2026-01-02,95097.11
2026-01-03,95097.11
2026-01-04,95097.11
2026-01-05,96651.04
2026-01-06,97871.08
2026-01-07,97673.96
2026-01-08,97980.16
2026-01-09,98739.59
2026-01-10,98739.59
2026-01-11,98739.59
2026-01-12,98869.02
2026-01-13,98804.64
2026-01-14,98474.82
2026-01-15,98986.41
2026-01-16,98712.55
2026-01-17,98712.55
2026-01-18,98712.55
2026-01-19,98712.55
2026-01-20,98712.55
